metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (All) (mm),LH1T-458,2791,2/7/2024 5:39,0.563,0.57423,0.41131,0.68958
Cathode Width (mm),LH1T-458,2791,2/7/2024 5:39,64.032,64.0584,63.84521,64.17322
Anode Overhang (All) (mm),LH1T-459,2792,2/7/2024 5:49,0.551,0.5576,0.41,0.69055
Cathode Width (mm),LH1T-459,2792,2/7/2024 5:49,64.043,64.0585,63.878,64.17337
Core Area (mm²),LH1T-459,2792,2/7/2024 5:49,12.326,12.32523,12.26471,12.36813
Core Area (mm²),LH1T-460,2793,2/7/2024 5:58,12.342,12.34338,12.30223,12.38709
Anode Overhang (All) (mm),LH1T-460,2793,2/7/2024 5:58,0.563,0.55977,0.4592,0.6742
Cathode Width (mm),LH1T-460,2793,2/7/2024 5:58,64.031,64.04205,63.8616,64.14065
Core Area (mm²),LH1T-461,2794,2/7/2024 6:07,12.431,12.43321,12.37821,12.47638
Anode Overhang (All) (mm),LH1T-461,2794,2/7/2024 6:07,0.57,0.57423,0.4428,0.69055
Cathode Width (mm),LH1T-461,2794,2/7/2024 6:07,64.038,64.05841,63.8616,64.15697
Core Area (mm²),LH1T-462,2795,2/7/2024 6:16,12.225,12.24481,12.08128,12.35629
Anode Overhang (All) (mm),LH1T-462,2795,2/7/2024 6:16,0.546,0.55784,0.328,0.78737
Cathode Width (mm),LH1T-462,2795,2/7/2024 6:16,64.039,64.05842,63.878,64.15688
Core Area (mm²),LH1T-463,2796,2/7/2024 6:25,12.266,12.27224,12.19075,12.32576
Anode Overhang (All) (mm),LH1T-463,2796,2/7/2024 6:25,0.574,0.57423,0.49309,0.65927
Cathode Width (mm),LH1T-463,2796,2/7/2024 6:25,64.063,64.09121,63.8944,64.18968
Core Area (mm²),LH1T-464,2797,2/7/2024 6:34,12.54,12.53865,12.5014,12.5876
Anode Overhang (All) (mm),LH1T-464,2797,2/7/2024 6:34,0.57,0.57423,0.328,0.83704
Cathode Width (mm),LH1T-464,2797,2/7/2024 6:34,64.077,64.1076,63.92721,64.18965
Core Area (mm²),LH1T-465,2798,2/7/2024 6:43,12.332,12.33155,12.22759,12.49481
Anode Overhang (All) (mm),LH1T-465,2798,2/7/2024 6:43,0.561,0.57423,0.43142,0.68958
Cathode Width (mm),LH1T-465,2798,2/7/2024 6:43,64.027,64.0421,63.8616,64.15721
Core Area (mm²),LH1T-466,2799,2/7/2024 6:52,12.282,12.29201,12.20487,12.33598
Anode Overhang (All) (mm),LH1T-466,2799,2/7/2024 6:52,0.554,0.5576,0.4264,0.67738
Cathode Width (mm),LH1T-466,2799,2/7/2024 6:52,64.038,64.05845,63.86161,64.17328
Core Area (mm²),LH1T-467,2800,2/7/2024 7:01,12.364,12.37324,12.27614,12.40134
Anode Overhang (All) (mm),LH1T-467,2800,2/7/2024 7:01,0.556,0.55856,0.4264,0.68958
Cathode Width (mm),LH1T-467,2800,2/7/2024 7:01,64.032,64.04205,63.878,64.1733
Anode Overhang (All) (mm),LH1T-468,2801,2/7/2024 7:10,0.578,0.57423,0.46183,0.68958
Cathode Width (mm),LH1T-468,2801,2/7/2024 7:10,64.076,64.10762,63.8944,64.20621
Core Area (mm²),LH1T-468,2801,2/7/2024 7:10,12.365,12.36907,12.2167,12.51928
Core Area (mm²),LH1T-469,2802,2/7/2024 7:19,12.342,12.35011,12.26821,12.42488
Anode Overhang (All) (mm),LH1T-469,2802,2/7/2024 7:19,0.558,0.55856,0.4428,0.67738
Cathode Width (mm),LH1T-469,2802,2/7/2024 7:19,64.024,64.0257,63.8616,64.14041
Core Area (mm²),LH1T-470,2803,2/7/2024 7:29,12.378,12.37539,12.3138,12.45083
Anode Overhang (All) (mm),LH1T-470,2803,2/7/2024 7:29,0.58,0.57494,0.492,0.6742
Cathode Width (mm),LH1T-470,2803,2/7/2024 7:29,64.075,64.1076,63.86161,64.20605
Core Area (mm²),LH1T-471,2804,2/7/2024 7:38,12.379,12.38278,12.33652,12.42165
Anode Overhang (All) (mm),LH1T-471,2804,2/7/2024 7:38,0.544,0.5576,0.3772,0.70539
Cathode Width (mm),LH1T-471,2804,2/7/2024 7:38,64.044,64.06684,63.87801,64.17355
Core Area (mm²),LH1T-472,2805,2/7/2024 7:47,12.227,12.23257,12.13413,12.3064
Anode Overhang (All) (mm),LH1T-472,2805,2/7/2024 7:47,0.561,0.55784,0.3772,0.75511
Cathode Width (mm),LH1T-472,2805,2/7/2024 7:47,64.044,64.0584,63.8616,64.17333
Core Area (mm²),LH1T-473,2806,2/7/2024 7:56,12.283,12.29618,12.16358,12.4277
Anode Overhang (All) (mm),LH1T-473,2806,2/7/2024 7:56,0.56,0.55784,0.3772,0.73873
Cathode Width (mm),LH1T-473,2806,2/7/2024 7:56,64.043,64.05848,63.86168,64.15715
Core Area (mm²),LH1T-474,2807,2/7/2024 8:05,12.351,12.35064,12.244,12.45123
Anode Overhang (All) (mm),LH1T-474,2807,2/7/2024 8:05,0.567,0.574,0.48926,0.65292
Cathode Width (mm),LH1T-474,2807,2/7/2024 8:05,64.03,64.0421,63.8944,64.1405
Core Area (mm²),LH1T-475,2808,2/7/2024 8:14,12.279,12.27897,12.19868,12.33827
Anode Overhang (All) (mm),LH1T-475,2808,2/7/2024 8:14,0.554,0.55784,0.43756,0.6726
Cathode Width (mm),LH1T-475,2808,2/7/2024 8:14,64.039,64.05843,63.89441,64.1569
Core Area (mm²),LH1T-476,2809,2/7/2024 8:24,12.602,12.60226,12.54362,12.65954
Anode Overhang (All) (mm),LH1T-476,2809,2/7/2024 8:24,0.543,0.54145,0.3772,0.72235
Cathode Width (mm),LH1T-476,2809,2/7/2024 8:24,64.06,64.07482,63.87805,64.18965
Anode Overhang (All) (mm),LH1T-477,2810,2/7/2024 8:33,0.559,0.55856,0.4756,0.64483
Cathode Width (mm),LH1T-477,2810,2/7/2024 8:33,64.041,64.05853,63.878,64.17345
Core Area (mm²),LH1T-477,2810,2/7/2024 8:33,12.331,12.3337,12.29282,12.37297
Core Area (mm²),LH1T-478,2811,2/7/2024 8:42,12.288,12.30734,12.17542,12.36476
Anode Overhang (All) (mm),LH1T-478,2811,2/7/2024 8:42,0.557,0.574,0.3608,0.7715
Cathode Width (mm),LH1T-478,2811,2/7/2024 8:42,64.03,64.0421,63.878,64.1407
Core Area (mm²),LH1T-479,2812,2/7/2024 8:51,12.287,12.29793,12.19209,12.3571
Anode Overhang (All) (mm),LH1T-479,2812,2/7/2024 8:51,0.562,0.55856,0.3608,0.7715
Cathode Width (mm),LH1T-479,2812,2/7/2024 8:51,64.045,64.05865,63.8944,64.1897
Core Area (mm²),LH1T-480,2814,2/7/2024 9:01,12.291,12.30129,12.18833,12.34621
Anode Overhang (All) (mm),LH1T-480,2814,2/7/2024 9:01,0.579,0.57423,0.4592,0.70596
Cathode Width (mm),LH1T-480,2814,2/7/2024 9:01,64.087,64.10761,63.89441,64.22243
Core Area (mm²),LH1T-481,2815,2/7/2024 9:10,12.272,12.27103,12.22773,12.30667
Anode Overhang (All) (mm),LH1T-481,2815,2/7/2024 9:10,0.549,0.54219,0.41521,0.6742
Cathode Width (mm),LH1T-481,2815,2/7/2024 9:10,64.037,64.05853,63.89445,64.17341
Core Area (mm²),LH1T-482,2816,2/7/2024 9:20,12.422,12.42958,12.26041,12.63547
Anode Overhang (All) (mm),LH1T-482,2816,2/7/2024 9:20,0.567,0.55784,0.2952,0.85296
Cathode Width (mm),LH1T-482,2816,2/7/2024 9:20,64.031,64.05848,63.87836,64.1569
Core Area (mm²),LH1T-483,2817,2/7/2024 9:29,12.408,12.40968,12.35387,12.47046
Anode Overhang (All) (mm),LH1T-483,2817,2/7/2024 9:29,0.588,0.59063,0.47673,0.69192
Cathode Width (mm),LH1T-483,2817,2/7/2024 9:29,64.031,64.05848,63.8616,64.14075
Core Area (mm²),LH1T-484,2818,2/7/2024 9:38,12.303,12.30855,12.24145,12.34567
Anode Overhang (All) (mm),LH1T-484,2818,2/7/2024 9:38,0.561,0.55784,0.43756,0.68958
Cathode Width (mm),LH1T-484,2818,2/7/2024 9:38,64.038,64.05845,63.8616,64.1733
Core Area (mm²),LH1T-485,2819,2/7/2024 9:48,12.594,12.59499,12.54779,12.67985
Anode Overhang (All) (mm),LH1T-485,2819,2/7/2024 9:48,0.575,0.57494,0.4756,0.6732
Cathode Width (mm),LH1T-485,2819,2/7/2024 9:48,64.037,64.05841,63.8616,64.1569
Core Area (mm²),LH1T-486,2820,2/7/2024 9:57,12.389,12.39852,12.3142,12.45352
Anode Overhang (All) (mm),LH1T-486,2820,2/7/2024 9:57,0.568,0.57423,0.43187,0.68958
Cathode Width (mm),LH1T-486,2820,2/7/2024 9:57,64.038,64.05842,63.87805,64.15727
Anode Overhang (All) (mm),LH1T-487,2821,2/7/2024 10:06,0.547,0.54516,0.3772,0.72235
Cathode Width (mm),LH1T-487,2821,2/7/2024 10:06,64.036,64.05843,63.86163,64.14061
Core Area (mm²),LH1T-487,2821,2/7/2024 10:06,12.438,12.43846,12.38157,12.47907
Core Area (mm²),LH1T-488,2822,2/7/2024 10:16,12.373,12.37687,12.30774,12.4125
Anode Overhang (All) (mm),LH1T-488,2822,2/7/2024 10:16,0.562,0.57423,0.42417,0.69055
Cathode Width (mm),LH1T-488,2822,2/7/2024 10:16,64.043,64.05843,63.8944,64.17341
Core Area (mm²),LH1T-489,2823,2/7/2024 10:25,12.384,12.38588,12.29672,12.43254
Anode Overhang (All) (mm),LH1T-489,2823,2/7/2024 10:25,0.562,0.574,0.3608,0.7715
Cathode Width (mm),LH1T-489,2823,2/7/2024 10:25,64.038,64.05841,63.86161,64.15697
Core Area (mm²),LH1T-490,2824,2/7/2024 10:35,12.301,12.31743,12.1769,12.41587
Anode Overhang (All) (mm),LH1T-490,2824,2/7/2024 10:35,0.557,0.54516,0.45744,0.6726
Cathode Width (mm),LH1T-490,2824,2/7/2024 10:35,64.043,64.07483,63.8944,64.15701
Core Area (mm²),LH1T-491,2825,2/7/2024 10:44,12.342,12.35105,12.20594,12.44545
Anode Overhang (All) (mm),LH1T-491,2825,2/7/2024 10:44,0.571,0.57423,0.34596,0.78788
Cathode Width (mm),LH1T-491,2825,2/7/2024 10:44,64.038,64.0585,63.8944,64.15705
Core Area (mm²),LH1T-492,2826,2/7/2024 10:54,12.335,12.34069,12.28179,12.37619
Anode Overhang (All) (mm),LH1T-492,2826,2/7/2024 10:54,0.544,0.54145,0.4428,0.65292
Cathode Width (mm),LH1T-492,2826,2/7/2024 10:54,64.04,64.0585,63.878,64.15715
Core Area (mm²),LH1T-493,2827,2/7/2024 11:03,12.287,12.29551,12.20836,12.36476
Anode Overhang (All) (mm),LH1T-493,2827,2/7/2024 11:03,0.56,0.5636,0.42036,0.68958
Cathode Width (mm),LH1T-493,2827,2/7/2024 11:03,64.026,64.0585,63.8619,64.14045
Core Area (mm²),LH1T-494,2828,2/7/2024 11:12,12.252,12.26552,12.14623,12.34795
Anode Overhang (All) (mm),LH1T-494,2828,2/7/2024 11:12,0.567,0.57423,0.40703,0.72235
Cathode Width (mm),LH1T-494,2828,2/7/2024 11:12,64.04,64.0584,63.87801,64.17337
Anode Overhang (All) (mm),LH1T-495,2829,2/7/2024 11:22,0.565,0.57423,0.44552,0.67738
Cathode Width (mm),LH1T-495,2829,2/7/2024 11:22,64.039,64.0584,63.8616,64.15685
Core Area (mm²),LH1T-495,2829,2/7/2024 11:22,12.191,12.19465,12.08316,12.30089
Core Area (mm²),LH1T-496,2830,2/7/2024 11:31,12.445,12.46213,12.34647,12.52964
Anode Overhang (All) (mm),LH1T-496,2830,2/7/2024 11:31,0.566,0.57423,0.4756,0.64296
Cathode Width (mm),LH1T-496,2830,2/7/2024 11:31,64.054,64.0749,63.87801,64.18965
Core Area (mm²),LH1T-497,2831,2/7/2024 11:41,12.251,12.25691,12.16735,12.34231
Anode Overhang (All) (mm),LH1T-497,2831,2/7/2024 11:41,0.56,0.55784,0.40881,0.70596
Cathode Width (mm),LH1T-497,2831,2/7/2024 11:41,64.04,64.0584,63.8944,64.17333
Core Area (mm²),LH1T-498,2832,2/7/2024 11:50,12.29,12.30035,12.17273,12.41856
Anode Overhang (All) (mm),LH1T-498,2832,2/7/2024 11:50,0.557,0.5576,0.3444,0.78788
Cathode Width (mm),LH1T-498,2832,2/7/2024 11:50,64.042,64.05853,63.89441,64.17333
Core Area (mm²),LH1T-499,2833,2/7/2024 11:59,12.323,12.32913,12.26068,12.3735
Anode Overhang (All) (mm),LH1T-499,2833,2/7/2024 11:59,0.551,0.54219,0.2624,0.86982
Cathode Width (mm),LH1T-499,2833,2/7/2024 11:59,64.027,64.042,63.8616,64.14041
Core Area (mm²),LH1T-500,2834,2/7/2024 12:09,12.34,12.3415,12.29604,12.39704
Anode Overhang (All) (mm),LH1T-500,2834,2/7/2024 12:09,0.565,0.574,0.41294,0.70596
Cathode Width (mm),LH1T-500,2834,2/7/2024 12:09,64.038,64.0585,63.89448,64.15685
