metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (Bottom) (mm),LLAQ21T037009,1918,1/25/2024 20:01,0.692,0.7056,0.5472,0.76374
Cathode Width (mm),LLAQ21T037009,1918,1/25/2024 20:01,57.893,57.88802,57.7296,58.00366
Core Area (mm²),KLAQ33T010553,1919,1/25/2024 20:11,13.084,13.08079,13.0474,13.14154
Anode Overhang (All) (mm),KLAQ33T010553,1919,1/25/2024 20:11,0.724,0.72916,0.6192,0.82093
Anode Overhang (Top) (mm),KLAQ33T010553,1919,1/25/2024 20:11,0.775,0.77773,0.72,0.82093
Anode Overhang (Bottom) (mm),KLAQ33T010553,1919,1/25/2024 20:11,0.672,0.67695,0.6192,0.73496
Cathode Width (mm),KLAQ33T010553,1919,1/25/2024 20:11,57.894,57.8883,57.7296,58.018
Core Area (mm²),KLAQ33T010548,1920,1/25/2024 20:21,13.111,13.11065,13.04471,13.20811
Anode Overhang (All) (mm),KLAQ33T010548,1920,1/25/2024 20:21,0.725,0.72014,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ33T010548,1920,1/25/2024 20:21,0.813,0.82093,0.72014,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T010548,1920,1/25/2024 20:21,0.637,0.63376,0.576,0.72014
Cathode Width (mm),KLAQ33T010548,1920,1/25/2024 20:21,57.887,57.9024,57.7296,57.98902
Core Area (mm²),KLAQ33T010458,1921,1/25/2024 20:40,13.177,13.18063,13.09136,13.26212
Anode Overhang (All) (mm),KLAQ33T010458,1921,1/25/2024 20:40,0.724,0.72077,0.48981,0.99402
Anode Overhang (Top) (mm),KLAQ33T010458,1921,1/25/2024 20:40,0.86,0.84972,0.77773,0.99402
Anode Overhang (Bottom) (mm),KLAQ33T010458,1921,1/25/2024 20:40,0.588,0.59894,0.48981,0.66381
Cathode Width (mm),KLAQ33T010458,1921,1/25/2024 20:40,57.901,57.9168,57.7152,58.01763
Core Area (mm²),KLAQ34T016748,1922,1/25/2024 20:50,13.291,13.27985,13.16072,13.43112
Anode Overhang (All) (mm),KLAQ34T016748,1922,1/25/2024 20:50,0.729,0.72517,0.5472,0.90766
Anode Overhang (Top) (mm),KLAQ34T016748,1922,1/25/2024 20:50,0.721,0.72517,0.56178,0.90766
Anode Overhang (Bottom) (mm),KLAQ34T016748,1922,1/25/2024 20:50,0.738,0.72702,0.5472,0.89292
Cathode Width (mm),KLAQ34T016748,1922,1/25/2024 20:50,57.894,57.90975,57.71523,58.00338
Core Area (mm²),KLAQ34T016649,1923,1/25/2024 20:59,13.559,13.54507,13.46627,13.67705
Anode Overhang (All) (mm),KLAQ34T016649,1923,1/25/2024 20:59,0.719,0.72014,0.5616,0.86508
Anode Overhang (Top) (mm),KLAQ34T016649,1923,1/25/2024 20:59,0.74,0.73666,0.6336,0.86508
Anode Overhang (Bottom) (mm),KLAQ34T016649,1923,1/25/2024 20:59,0.696,0.69255,0.5616,0.79318
Cathode Width (mm),KLAQ34T016649,1923,1/25/2024 20:59,57.909,57.91695,57.7584,58.00331
Core Area (mm²),KLAQ34T016824,1924,1/25/2024 21:09,13.388,13.38768,13.34538,13.42801
Anode Overhang (All) (mm),KLAQ34T016824,1924,1/25/2024 21:09,0.72,0.72058,0.5184,0.92205
Anode Overhang (Top) (mm),KLAQ34T016824,1924,1/25/2024 21:09,0.69,0.69851,0.5328,0.92205
Anode Overhang (Bottom) (mm),KLAQ34T016824,1924,1/25/2024 21:09,0.751,0.73792,0.5184,0.90903
Cathode Width (mm),KLAQ34T016824,1924,1/25/2024 21:09,57.913,57.9312,57.74404,58.01771
Anode Overhang (All) (mm),KLAQ34T022425,1925,1/25/2024 21:19,0.724,0.72058,0.49224,0.95051
Anode Overhang (Top) (mm),KLAQ34T022425,1925,1/25/2024 21:19,0.83,0.80845,0.70692,0.95051
Anode Overhang (Bottom) (mm),KLAQ34T022425,1925,1/25/2024 21:19,0.619,0.63425,0.49224,0.72058
Cathode Width (mm),KLAQ34T022425,1925,1/25/2024 21:19,57.903,57.90241,57.78735,58.01761
Core Area (mm²),KLAQ34T022425,1925,1/25/2024 21:19,13.201,13.20334,13.14766,13.25424
Core Area (mm²),KLAQ34T016633,1926,1/26/2024 8:39,13.41,13.40178,13.29582,13.59183
Anode Overhang (All) (mm),KLAQ34T016633,1926,1/26/2024 8:39,0.722,0.72014,0.6912,0.75446
Anode Overhang (Top) (mm),KLAQ34T016633,1926,1/26/2024 8:39,0.714,0.72,0.6912,0.75446
Anode Overhang (Bottom) (mm),KLAQ34T016633,1926,1/26/2024 8:39,0.73,0.7344,0.6936,0.75377
Cathode Width (mm),KLAQ34T016633,1926,1/26/2024 8:39,57.911,57.90255,57.74401,58.0179
Core Area (mm²),KLAQ33T010538,1927,1/26/2024 8:48,13.062,13.05767,13.01205,13.15087
Anode Overhang (All) (mm),KLAQ33T010538,1927,1/26/2024 8:48,0.722,0.72058,0.576,0.85009
Anode Overhang (Top) (mm),KLAQ33T010538,1927,1/26/2024 8:48,0.794,0.79252,0.72,0.85009
Anode Overhang (Bottom) (mm),KLAQ33T010538,1927,1/26/2024 8:48,0.65,0.64944,0.576,0.7344
Cathode Width (mm),KLAQ33T010538,1927,1/26/2024 8:48,57.889,57.88805,57.67201,58.00355
Anode Overhang (All) (mm),KLAQ33T010488,1928,1/26/2024 8:58,0.726,0.73426,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ33T010488,1928,1/26/2024 8:58,0.772,0.76157,0.63311,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T010488,1928,1/26/2024 8:58,0.68,0.6936,0.576,0.77973
Cathode Width (mm),KLAQ33T010488,1928,1/26/2024 8:58,57.895,57.88824,57.70081,58.01774
Core Area (mm²),KLAQ33T010488,1928,1/26/2024 8:58,13.21,13.21059,13.13854,13.29872
Core Area (mm²),KLAQ34T016747,1929,1/26/2024 9:07,13.338,13.33791,13.23589,13.42729
Anode Overhang (All) (mm),KLAQ34T016747,1929,1/26/2024 9:07,0.728,0.7344,0.5472,0.89384
Anode Overhang (Top) (mm),KLAQ34T016747,1929,1/26/2024 9:07,0.757,0.75101,0.6624,0.89384
Anode Overhang (Bottom) (mm),KLAQ34T016747,1929,1/26/2024 9:07,0.698,0.7056,0.5472,0.80691
Cathode Width (mm),KLAQ34T016747,1929,1/26/2024 9:07,57.903,57.91681,57.74401,58.00338
Core Area (mm²),KLAQ33T007911,1930,1/26/2024 9:17,13.468,13.44595,13.39774,13.63392
Anode Overhang (All) (mm),KLAQ33T007911,1930,1/26/2024 9:17,0.727,0.7223,0.6048,0.85009
Anode Overhang (Top) (mm),KLAQ33T007911,1930,1/26/2024 9:17,0.726,0.73426,0.6192,0.85009
Anode Overhang (Bottom) (mm),KLAQ33T007911,1930,1/26/2024 9:17,0.727,0.72058,0.6048,0.8357
Cathode Width (mm),KLAQ33T007911,1930,1/26/2024 9:17,57.879,57.87366,57.7008,57.98881
Core Area (mm²),KLAQ34T016616,1931,1/26/2024 9:26,13.412,13.4023,13.33221,13.54196
Anode Overhang (All) (mm),KLAQ34T016616,1931,1/26/2024 9:26,0.715,0.72,0.576,0.86508
Anode Overhang (Top) (mm),KLAQ34T016616,1931,1/26/2024 9:26,0.682,0.67695,0.576,0.85009
Anode Overhang (Bottom) (mm),KLAQ34T016616,1931,1/26/2024 9:26,0.749,0.7632,0.576,0.86508
Cathode Width (mm),KLAQ34T016616,1931,1/26/2024 9:26,57.902,57.90251,57.7728,58.01761
Core Area (mm²),KLAQ34T016631,1932,1/26/2024 9:36,13.45,13.44657,13.39888,13.49447
Anode Overhang (All) (mm),KLAQ34T016631,1932,1/26/2024 9:36,0.717,0.72014,0.5472,0.87946
Anode Overhang (Top) (mm),KLAQ34T016631,1932,1/26/2024 9:36,0.7,0.6936,0.5472,0.87946
Anode Overhang (Bottom) (mm),KLAQ34T016631,1932,1/26/2024 9:36,0.734,0.73567,0.5472,0.87887
Cathode Width (mm),KLAQ34T016631,1932,1/26/2024 9:36,57.903,57.9168,57.744,58.0179
Core Area (mm²),KLAQ34T029120,1933,1/26/2024 9:45,13.104,13.09406,12.96705,13.20925
Anode Overhang (All) (mm),KLAQ34T029120,1933,1/26/2024 9:45,0.713,0.72727,0.5616,0.86448
Anode Overhang (Top) (mm),KLAQ34T029120,1933,1/26/2024 9:45,0.641,0.64816,0.5616,0.6918
Anode Overhang (Bottom) (mm),KLAQ34T029120,1933,1/26/2024 9:45,0.784,0.77813,0.72014,0.86448
Cathode Width (mm),KLAQ34T029120,1933,1/26/2024 9:45,57.927,57.93122,57.7872,58.03211
Anode Overhang (All) (mm),KLAQ33T013372,1934,1/26/2024 9:55,0.72,0.72859,0.5904,0.86508
Anode Overhang (Top) (mm),KLAQ33T013372,1934,1/26/2024 9:55,0.744,0.74894,0.6192,0.86508
Anode Overhang (Bottom) (mm),KLAQ33T013372,1934,1/26/2024 9:55,0.698,0.68062,0.5904,0.82093
Cathode Width (mm),KLAQ33T013372,1934,1/26/2024 9:55,57.881,57.88801,57.7296,57.97441
Core Area (mm²),KLAQ33T013372,1934,1/26/2024 9:55,13.256,13.25798,13.19981,13.35544
Core Area (mm²),KLAQ33T007738,1935,1/26/2024 10:04,13.191,13.18156,13.10287,13.30899
Anode Overhang (All) (mm),KLAQ33T007738,1935,1/26/2024 10:04,0.727,0.72129,0.5328,0.92171
Anode Overhang (Top) (mm),KLAQ33T007738,1935,1/26/2024 10:04,0.717,0.72058,0.5616,0.92171
Anode Overhang (Bottom) (mm),KLAQ33T007738,1935,1/26/2024 10:04,0.738,0.7344,0.5328,0.88029
Cathode Width (mm),KLAQ33T007738,1935,1/26/2024 10:04,57.875,57.88803,57.70081,57.98906
Core Area (mm²),KLAQ33T010457,1936,1/26/2024 10:14,13.13,13.129,13.08172,13.21267
Anode Overhang (All) (mm),KLAQ33T010457,1936,1/26/2024 10:14,0.724,0.70692,0.5616,0.89326
Anode Overhang (Top) (mm),KLAQ33T010457,1936,1/26/2024 10:14,0.805,0.80646,0.72,0.89326
Anode Overhang (Bottom) (mm),KLAQ33T010457,1936,1/26/2024 10:14,0.645,0.64816,0.5616,0.73567
Cathode Width (mm),KLAQ33T010457,1936,1/26/2024 10:14,57.885,57.888,57.7008,57.9891
Core Area (mm²),KLAQ33T007855,1937,1/26/2024 10:25,13.288,13.27654,13.19566,13.45196
Anode Overhang (All) (mm),KLAQ33T007855,1937,1/26/2024 10:25,0.726,0.7223,0.6048,0.83632
Anode Overhang (Top) (mm),KLAQ33T007855,1937,1/26/2024 10:25,0.719,0.70575,0.61987,0.83632
Anode Overhang (Bottom) (mm),KLAQ33T007855,1937,1/26/2024 10:25,0.734,0.74894,0.6048,0.8357
Cathode Width (mm),KLAQ33T007855,1937,1/26/2024 10:25,57.88,57.88802,57.68641,57.98932
Core Area (mm²),KLAQ33T007797,1938,1/26/2024 10:34,13.231,13.21609,13.13584,13.40572
Anode Overhang (All) (mm),KLAQ33T007797,1938,1/26/2024 10:34,0.727,0.73157,0.5904,0.84972
Anode Overhang (Top) (mm),KLAQ33T007797,1938,1/26/2024 10:34,0.774,0.77773,0.648,0.84972
Anode Overhang (Bottom) (mm),KLAQ33T007797,1938,1/26/2024 10:34,0.675,0.67695,0.5904,0.77773
Cathode Width (mm),KLAQ33T007797,1938,1/26/2024 10:34,57.879,57.87366,57.7152,58.00342
Core Area (mm²),KLAQ34T016615,1939,1/26/2024 10:44,13.544,13.54154,13.50276,13.60085
Anode Overhang (All) (mm),KLAQ34T016615,1939,1/26/2024 10:44,0.721,0.72058,0.64672,0.78833
Anode Overhang (Top) (mm),KLAQ34T016615,1939,1/26/2024 10:44,0.736,0.73567,0.67695,0.78833
Anode Overhang (Bottom) (mm),KLAQ34T016615,1939,1/26/2024 10:44,0.704,0.70692,0.64672,0.76374
Cathode Width (mm),KLAQ34T016615,1939,1/26/2024 10:44,57.907,57.90241,57.6864,58.01782
Core Area (mm²),KLAQ34T016731,1940,1/26/2024 10:53,13.617,13.6165,13.55792,13.67767
Anode Overhang (All) (mm),KLAQ34T016731,1940,1/26/2024 10:53,0.729,0.7344,0.5616,0.89326
Anode Overhang (Top) (mm),KLAQ34T016731,1940,1/26/2024 10:53,0.75,0.75101,0.6192,0.89326
Anode Overhang (Bottom) (mm),KLAQ34T016731,1940,1/26/2024 10:53,0.707,0.7056,0.5616,0.83718
Cathode Width (mm),KLAQ34T016731,1940,1/26/2024 10:53,57.89,57.9024,57.7584,58.00324
Core Area (mm²),KLAQ34T016762,1941,1/26/2024 11:03,13.445,13.44025,13.39794,13.49551
Anode Overhang (All) (mm),KLAQ34T016762,1941,1/26/2024 11:03,0.732,0.73447,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ34T016762,1941,1/26/2024 11:03,0.762,0.76334,0.6768,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T016762,1941,1/26/2024 11:03,0.7,0.70575,0.576,0.79318
Cathode Width (mm),KLAQ34T016762,1941,1/26/2024 11:03,57.892,57.9024,57.7584,58.00329
Core Area (mm²),KLAQ33T010472,1942,1/26/2024 11:12,12.953,12.95233,12.90038,13.00697
Anode Overhang (All) (mm),KLAQ33T010472,1942,1/26/2024 11:12,0.724,0.72749,0.59058,0.86448
Anode Overhang (Top) (mm),KLAQ33T010472,1942,1/26/2024 11:12,0.795,0.79318,0.7344,0.86448
Anode Overhang (Bottom) (mm),KLAQ33T010472,1942,1/26/2024 11:12,0.653,0.65199,0.59058,0.72058
Cathode Width (mm),KLAQ33T010472,1942,1/26/2024 11:12,57.893,57.90241,57.744,58.00342
Core Area (mm²),KLAQ34T029215,1943,1/26/2024 11:22,13.2,13.20624,13.11365,13.30204
Anode Overhang (All) (mm),KLAQ34T029215,1943,1/26/2024 11:22,0.718,0.72014,0.57329,0.86448
Anode Overhang (Top) (mm),KLAQ34T029215,1943,1/26/2024 11:22,0.669,0.6624,0.57329,0.83532
Anode Overhang (Bottom) (mm),KLAQ34T029215,1943,1/26/2024 11:22,0.766,0.76537,0.648,0.86448
Cathode Width (mm),KLAQ34T029215,1943,1/26/2024 11:22,57.915,57.91681,57.7872,58.01764
Core Area (mm²),KLAQ33T007787,1944,1/26/2024 11:34,13.31,13.30422,13.22739,13.40054
Anode Overhang (All) (mm),KLAQ33T007787,1944,1/26/2024 11:34,0.729,0.7218,0.5328,0.90766
Anode Overhang (Top) (mm),KLAQ33T007787,1944,1/26/2024 11:34,0.77,0.77413,0.67003,0.90766
Anode Overhang (Bottom) (mm),KLAQ33T007787,1944,1/26/2024 11:34,0.686,0.6912,0.5328,0.79318
Cathode Width (mm),KLAQ33T007787,1944,1/26/2024 11:34,57.874,57.888,57.70082,57.98884
Anode Overhang (All) (mm),KLAQ34T029189,1945,1/26/2024 12:05,0.719,0.69307,0.53435,0.90766
Anode Overhang (Top) (mm),KLAQ34T029189,1945,1/26/2024 12:05,0.628,0.6336,0.53435,0.6936
Anode Overhang (Bottom) (mm),KLAQ34T029189,1945,1/26/2024 12:05,0.81,0.80653,0.74894,0.90766
Cathode Width (mm),KLAQ34T029189,1945,1/26/2024 12:05,57.933,57.9456,57.80161,58.04651
Core Area (mm²),KLAQ34T029189,1945,1/26/2024 12:05,13.059,13.07809,12.90785,13.21215
Core Area (mm²),KLAQ33T013165,1946,1/26/2024 12:48,13.268,13.27135,13.2165,13.34776
Anode Overhang (All) (mm),KLAQ33T013165,1946,1/26/2024 12:48,0.727,0.7344,0.62735,0.82866
Anode Overhang (Top) (mm),KLAQ33T013165,1946,1/26/2024 12:48,0.739,0.73722,0.66068,0.82866
Anode Overhang (Bottom) (mm),KLAQ33T013165,1946,1/26/2024 12:48,0.716,0.72517,0.62735,0.77813
Cathode Width (mm),KLAQ33T013165,1946,1/26/2024 12:48,57.881,57.88804,57.74403,57.97441
Core Area (mm²),KLAQ34T016807,1947,1/26/2024 13:26,13.401,13.40209,13.34258,13.45912
Anode Overhang (All) (mm),KLAQ34T016807,1947,1/26/2024 13:26,0.72,0.72014,0.576,0.86448
Anode Overhang (Top) (mm),KLAQ34T016807,1947,1/26/2024 13:26,0.72,0.73496,0.5904,0.86448
Anode Overhang (Bottom) (mm),KLAQ34T016807,1947,1/26/2024 13:26,0.72,0.70692,0.576,0.83632
Cathode Width (mm),KLAQ34T016807,1947,1/26/2024 13:26,57.898,57.90255,57.72962,58.00326
Core Area (mm²),KLAQ34T016664,1948,1/26/2024 13:36,13.661,13.66347,13.62106,13.69437
Anode Overhang (All) (mm),KLAQ34T016664,1948,1/26/2024 13:36,0.718,0.71087,0.6336,0.80653
Anode Overhang (Top) (mm),KLAQ34T016664,1948,1/26/2024 13:36,0.749,0.75761,0.64816,0.80653
Anode Overhang (Bottom) (mm),KLAQ34T016664,1948,1/26/2024 13:36,0.687,0.69135,0.6336,0.7788
Cathode Width (mm),KLAQ34T016664,1948,1/26/2024 13:36,57.92,57.91686,57.744,58.01764
Core Area (mm²),KLAQ33T010425,1949,1/26/2024 13:45,13.213,13.21132,13.16031,13.30017
Anode Overhang (All) (mm),KLAQ33T010425,1949,1/26/2024 13:45,0.731,0.7488,0.54796,0.89326
Anode Overhang (Top) (mm),KLAQ33T010425,1949,1/26/2024 13:45,0.789,0.77773,0.68418,0.89326
Anode Overhang (Bottom) (mm),KLAQ33T010425,1949,1/26/2024 13:45,0.669,0.67925,0.54796,0.74894
Cathode Width (mm),KLAQ33T010425,1949,1/26/2024 13:45,57.9,57.90241,57.6864,58.00366
Core Area (mm²),KLAQ33T010408,1950,1/26/2024 13:56,13.223,13.21993,13.15471,13.31241
Anode Overhang (All) (mm),KLAQ33T010408,1950,1/26/2024 13:56,0.712,0.64157,0.4464,0.99454
Anode Overhang (Top) (mm),KLAQ33T010408,1950,1/26/2024 13:56,0.871,0.8643,0.74129,0.99454
Anode Overhang (Bottom) (mm),KLAQ33T010408,1950,1/26/2024 13:56,0.566,0.57762,0.4464,0.68427
Cathode Width (mm),KLAQ33T010408,1950,1/26/2024 13:56,57.891,57.90242,57.70084,57.98902
Core Area (mm²),KLAQ33T010375,1951,1/26/2024 14:05,13.217,13.21516,13.18965,13.2558
Anode Overhang (All) (mm),KLAQ33T010375,1951,1/26/2024 14:05,0.725,0.7223,0.6336,0.82194
Anode Overhang (Top) (mm),KLAQ33T010375,1951,1/26/2024 14:05,0.763,0.76374,0.67818,0.82194
Anode Overhang (Bottom) (mm),KLAQ33T010375,1951,1/26/2024 14:05,0.688,0.67741,0.6336,0.76807
Cathode Width (mm),KLAQ33T010375,1951,1/26/2024 14:05,57.891,57.9024,57.7152,57.98902
Core Area (mm²),KLAQ33T010456,1952,1/26/2024 14:15,13.059,13.05704,13.00977,13.13626
Anode Overhang (All) (mm),KLAQ33T010456,1952,1/26/2024 14:15,0.723,0.72094,0.576,0.864
Anode Overhang (Top) (mm),KLAQ33T010456,1952,1/26/2024 14:15,0.793,0.79318,0.7174,0.864
Anode Overhang (Bottom) (mm),KLAQ33T010456,1952,1/26/2024 14:15,0.652,0.65579,0.576,0.72129
Cathode Width (mm),KLAQ33T010456,1952,1/26/2024 14:15,57.895,57.88828,57.72961,57.98926
Core Area (mm²),KLAQ34T029088,1953,1/27/2024 15:35,13.182,13.18281,13.12672,13.22978
Anode Overhang (All) (mm),KLAQ34T029088,1953,1/27/2024 15:35,0.718,0.72014,0.63946,0.79318
Anode Overhang (Top) (mm),KLAQ34T029088,1953,1/27/2024 15:35,0.702,0.70692,0.63946,0.75101
Anode Overhang (Bottom) (mm),KLAQ34T029088,1953,1/27/2024 15:35,0.732,0.72058,0.6912,0.79318
Cathode Width (mm),KLAQ34T029088,1953,1/27/2024 15:35,57.924,57.93123,57.77281,58.03202
Core Area (mm²),KLAQ33T010370,1954,1/26/2024 14:33,13.267,13.27239,13.21329,13.33024
Anode Overhang (All) (mm),KLAQ33T010370,1954,1/26/2024 14:33,0.723,0.72129,0.6624,0.792
Anode Overhang (Top) (mm),KLAQ33T010370,1954,1/26/2024 14:33,0.75,0.74935,0.68427,0.792
Anode Overhang (Bottom) (mm),KLAQ33T010370,1954,1/26/2024 14:33,0.696,0.69255,0.6624,0.75377
Cathode Width (mm),KLAQ33T010370,1954,1/26/2024 14:33,57.903,57.9025,57.6864,58.018
Core Area (mm²),KLAQ34T022492,1955,1/26/2024 15:03,13.206,13.20894,13.15533,13.26814
Anode Overhang (All) (mm),KLAQ34T022492,1955,1/26/2024 15:03,0.722,0.65476,0.432,0.99402
Anode Overhang (Top) (mm),KLAQ34T022492,1955,1/26/2024 15:03,0.877,0.86448,0.72702,0.99402
Anode Overhang (Bottom) (mm),KLAQ34T022492,1955,1/26/2024 15:03,0.569,0.57762,0.432,0.68062
Cathode Width (mm),KLAQ34T022492,1955,1/26/2024 15:03,57.904,57.90241,57.71522,58.01778
Core Area (mm²),KLAQ34T016743,1956,1/26/2024 15:12,13.325,13.33221,13.22355,13.41827
Anode Overhang (All) (mm),KLAQ34T016743,1956,1/26/2024 15:12,0.736,0.7344,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ34T016743,1956,1/26/2024 15:12,0.792,0.79285,0.67925,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T016743,1956,1/26/2024 15:12,0.676,0.67925,0.576,0.76442
Cathode Width (mm),KLAQ34T016743,1956,1/26/2024 15:12,57.884,57.88806,57.744,57.98884
Core Area (mm²),KLAQ34T022443,1957,1/26/2024 15:22,13.27,13.26948,13.22988,13.31811
Anode Overhang (All) (mm),KLAQ34T022443,1957,1/26/2024 15:22,0.705,0.70575,0.5472,0.8507
Anode Overhang (Top) (mm),KLAQ34T022443,1957,1/26/2024 15:22,0.785,0.78239,0.6768,0.8507
Anode Overhang (Bottom) (mm),KLAQ34T022443,1957,1/26/2024 15:22,0.625,0.6252,0.5472,0.74894
Cathode Width (mm),KLAQ34T022443,1957,1/26/2024 15:22,57.913,57.90262,57.7584,58.03226
Core Area (mm²),KLAQ33T010505,1959,1/26/2024 15:41,13.102,13.10028,13.02418,13.19898
Anode Overhang (All) (mm),KLAQ33T010505,1959,1/26/2024 15:41,0.723,0.71544,0.5616,0.89326
Anode Overhang (Top) (mm),KLAQ33T010505,1959,1/26/2024 15:41,0.817,0.82093,0.7056,0.89326
Anode Overhang (Bottom) (mm),KLAQ33T010505,1959,1/26/2024 15:41,0.63,0.62187,0.5616,0.72058
Cathode Width (mm),KLAQ33T010505,1959,1/26/2024 15:41,57.89,57.88852,57.70084,58.00326
Anode Overhang (All) (mm),KLAQ34T016663,1960,1/26/2024 15:50,0.718,0.70692,0.58758,0.85155
Anode Overhang (Top) (mm),KLAQ34T016663,1960,1/26/2024 15:50,0.766,0.77773,0.59669,0.8496
Anode Overhang (Bottom) (mm),KLAQ34T016663,1960,1/26/2024 15:50,0.669,0.66303,0.58758,0.85155
Cathode Width (mm),KLAQ34T016663,1960,1/26/2024 15:50,57.905,57.91682,57.7584,58.01786
Core Area (mm²),KLAQ34T016663,1960,1/26/2024 15:50,13.547,13.54382,13.49115,13.64356
Core Area (mm²),KLAQ34T016763,1961,1/26/2024 16:00,13.229,13.23247,13.13346,13.31355
Anode Overhang (All) (mm),KLAQ34T016763,1961,1/26/2024 16:00,0.72,0.72058,0.576,0.85265
Anode Overhang (Top) (mm),KLAQ34T016763,1961,1/26/2024 16:00,0.716,0.7223,0.6048,0.85009
Anode Overhang (Bottom) (mm),KLAQ34T016763,1961,1/26/2024 16:00,0.724,0.72014,0.576,0.85265
Cathode Width (mm),KLAQ34T016763,1961,1/26/2024 16:00,57.898,57.90241,57.74401,58.0036
Core Area (mm²),KLAQ34T016794,1962,1/26/2024 16:09,13.519,13.51158,13.41816,13.62915
Anode Overhang (All) (mm),KLAQ34T016794,1962,1/26/2024 16:09,0.736,0.73454,0.5472,0.90766
Anode Overhang (Top) (mm),KLAQ34T016794,1962,1/26/2024 16:09,0.784,0.78609,0.66256,0.90766
Anode Overhang (Bottom) (mm),KLAQ34T016794,1962,1/26/2024 16:09,0.686,0.68229,0.5472,0.82194
Cathode Width (mm),KLAQ34T016794,1962,1/26/2024 16:09,57.881,57.888,57.74401,57.98902
Core Area (mm²),KLAQ33T013373,1963,1/26/2024 16:19,13.361,13.35077,13.27208,13.4784
Anode Overhang (All) (mm),KLAQ33T013373,1963,1/26/2024 16:19,0.721,0.72014,0.5184,0.93644
Anode Overhang (Top) (mm),KLAQ33T013373,1963,1/26/2024 16:19,0.799,0.8208,0.6768,0.93644
Anode Overhang (Bottom) (mm),KLAQ33T013373,1963,1/26/2024 16:19,0.646,0.63376,0.5184,0.77813
Cathode Width (mm),KLAQ33T013373,1963,1/26/2024 16:19,57.882,57.888,57.744,57.98883
Core Area (mm²),KLAQ33T007804,1964,1/26/2024 16:28,13.317,13.30277,13.24045,13.41609
Anode Overhang (All) (mm),KLAQ33T007804,1964,1/26/2024 16:28,0.726,0.72014,0.57762,0.86448
Anode Overhang (Top) (mm),KLAQ33T007804,1964,1/26/2024 16:28,0.775,0.77946,0.6768,0.86448
Anode Overhang (Bottom) (mm),KLAQ33T007804,1964,1/26/2024 16:28,0.674,0.6768,0.57762,0.7788
Cathode Width (mm),KLAQ33T007804,1964,1/26/2024 16:28,57.87,57.87361,57.7296,57.97442
Core Area (mm²),KLAQ34T016759,1966,1/26/2024 17:49,13.381,13.38592,13.31365,13.45372
Anode Overhang (All) (mm),KLAQ34T016759,1966,1/26/2024 17:49,0.724,0.7344,0.5472,0.89326
Anode Overhang (Top) (mm),KLAQ34T016759,1966,1/26/2024 17:49,0.737,0.74935,0.6192,0.89326
Anode Overhang (Bottom) (mm),KLAQ34T016759,1966,1/26/2024 17:49,0.711,0.70575,0.5472,0.82194
Cathode Width (mm),KLAQ34T016759,1966,1/26/2024 17:49,57.894,57.9024,57.7152,57.98889
Core Area (mm²),KLAQ34T018447,1967,1/26/2024 18:12,13.424,13.42283,13.32423,13.51676
Anode Overhang (All) (mm),KLAQ34T018447,1967,1/26/2024 18:12,0.735,0.7344,0.5328,0.92261
Anode Overhang (Top) (mm),KLAQ34T018447,1967,1/26/2024 18:12,0.79,0.792,0.64816,0.92261
Anode Overhang (Bottom) (mm),KLAQ34T018447,1967,1/26/2024 18:12,0.678,0.67818,0.5328,0.79252
Cathode Width (mm),KLAQ34T018447,1967,1/26/2024 18:12,57.886,57.88801,57.7296,58.00342
Core Area (mm²),LLAQ21T066583,1968,1/26/2024 18:21,13.105,13.10816,13.05518,13.1515
Anode Overhang (All) (mm),LLAQ21T066583,1968,1/26/2024 18:21,0.71,0.71309,0.504,0.90731
Anode Overhang (Top) (mm),LLAQ21T066583,1968,1/26/2024 18:21,0.818,0.80961,0.72,0.90731
Anode Overhang (Bottom) (mm),LLAQ21T066583,1968,1/26/2024 18:21,0.602,0.60497,0.504,0.70619
Cathode Width (mm),LLAQ21T066583,1968,1/26/2024 18:21,57.882,57.87378,57.7008,57.9891
Core Area (mm²),KLAQ33T009577,1969,1/26/2024 18:31,13.409,13.40489,13.32464,13.48369
Anode Overhang (All) (mm),KLAQ33T009577,1969,1/26/2024 18:31,0.723,0.72129,0.5472,0.87946
Anode Overhang (Top) (mm),KLAQ33T009577,1969,1/26/2024 18:31,0.723,0.73496,0.57618,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T009577,1969,1/26/2024 18:31,0.723,0.72,0.5472,0.87946
Cathode Width (mm),KLAQ33T009577,1969,1/26/2024 18:31,57.915,57.9168,57.72962,58.0179
Core Area (mm²),LLAQ21T037048,1970,1/26/2024 18:40,13.536,13.53532,13.41868,13.67798
Anode Overhang (All) (mm),LLAQ21T037048,1970,1/26/2024 18:40,0.723,0.7223,0.5616,0.87946
Anode Overhang (Top) (mm),LLAQ21T037048,1970,1/26/2024 18:40,0.695,0.7056,0.5616,0.87946
